CountryTerritoryArea,BCIs per million population,Absolute BCIs,BCIs with AST per million population,Absolute BCIs with AST,% BCIs with AST,Year,Infectious Syndrome,Bacterial Pathogen,Antibiotic Group,code,region,income,che_gdp,gghed_gdp,gghed_gge
Switzerland,14096.5,120913,12703.4,108964,90.1,2019,Urinary tract,Escherichia coli,3GCs,CHE,EUR,High,11.063636779999998,3.72409916,11.19768238
Syrian Arab Republic,3.4,70,1.4,29,41.4,2019,Urinary tract,Escherichia coli,3GCs,SYR,EMR,Low,,,
Thailand,96.6,6907,82.9,5930,85.9,2019,Urinary tract,Escherichia coli,3GCs,THA,SEAR,Upper-middle,3.7891187700000004,2.71524906,12.507557870000001
Tunisia,377.7,4485,328.3,3898,86.9,2019,Urinary tract,Escherichia coli,3GCs,TUN,EMR,Lower-middle,6.0246124299999995,3.5671336699999996,12.078944209999998
Uganda,4.2,179,4.1,177,98.9,2019,Urinary tract,Escherichia coli,3GCs,UGA,AFR,Low,3.79834843,0.5741867399999999,3.1388299500000008
United Arab Emirates,2219.8,20817,2095.7,19653,94.4,2019,Urinary tract,Escherichia coli,3GCs,ARE,EMR,High,4.386189459999999,2.2531426000000003,7.9199399900000005
United Kingdom of Great Britain and Northern Ireland,12262.2,822931,4030.1,270461,32.9,2019,Urinary tract,Escherichia coli,3GCs,GBR,EUR,High,9.95761967,7.9679575,19.52971458
Yemen,9.1,320,7.2,252,78.8,2019,Urinary tract,Escherichia coli,3GCs,YEM,EMR,Low,,,
Zambia,23.1,428,2.2,40,9.3,2019,Urinary tract,Escherichia coli,3GCs,ZMB,AFR,Low,6.753324990000001,2.25831556,7.573063850000001
"occupied Palestinian territory, including east Jerusalem",1206.4,5981,1147.3,5688,95.1,2019,Urinary tract,Escherichia coli,3GCs,,,,,,
Argentina,14.6,662,14.3,648,97.9,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Australia,78.3,2052,77.1,2019,98.4,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Bahrain,144.8,222,144.8,222,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Bangladesh,0.0,6,0.0,6,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Belgium,79.2,922,79.2,922,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Brazil,0.0,2,0.0,2,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Burkina Faso,3.4,76,2.5,57,75.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Cameroon,0.3,8,0.3,7,87.5,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Canada,96.0,3727,96.0,3727,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,CAN,AMR,High,11.15471363,7.95449591,19.17858315
"China, Hong Kong SAR",251.3,1876,232.8,1738,92.6,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Colombia,15.7,810,14.6,755,93.2,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Croatia,157.7,616,54.0,211,34.3,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Cyprus,66.8,89,66.8,89,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Estonia,100.7,136,100.7,136,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,EST,EUR,High,6.943062779999998,,
Eswatini,0.8,1,0.8,1,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Ethiopia,0.1,11,0.1,8,72.7,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
France,16.3,1114,16.3,1114,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Georgia,15.8,60,14.2,54,90.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,GEO,EUR,Upper-middle,7.37,3.11,10.54
Germany,55.1,4637,53.1,4466,96.3,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,DEU,EUR,High,12.654710770000001,,
Greece,14.4,150,14.4,150,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
India,0.0,26,0.0,25,96.2,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Indonesia,0.1,15,0.0,10,66.7,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Iran (Islamic Republic of),0.1,9,0.1,9,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Iraq,0.5,22,0.4,17,77.3,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Italy,15.4,919,15.4,919,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,ITA,EUR,High,9.0,,
Japan,1.4,173,1.4,173,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Jordan,3.9,44,2.0,23,52.3,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Kenya,0.1,4,0.0,2,50.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Kuwait,43.1,198,40.3,185,93.4,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Lao People's Democratic Republic,6.6,50,1.9,14,28.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Latvia,0.5,1,0.5,1,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Lebanon,9.6,55,9.1,52,94.5,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Lithuania,73.8,208,73.8,208,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,LTU,EUR,High,7.46,,
Luxembourg,183.7,120,183.7,120,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,LUX,EUR,High,5.46,4.74,10.95
Malta,312.4,165,287.8,152,92.1,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Mauritius,43.1,55,43.1,55,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Morocco,0.4,16,0.4,16,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Nepal,0.5,15,0.5,14,93.3,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Netherlands (Kingdom of the),34.9,625,34.9,625,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Norway,57.0,311,57.0,311,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,NOR,EUR,High,8.14,6.98,17.82
Oman,123.7,585,106.5,504,86.2,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Pakistan,0.3,75,0.3,73,97.3,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Peru,3.5,117,2.2,73,62.4,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Philippines,0.5,55,0.4,50,90.9,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,PHL,WPR,Lower-middle,5.1,2.13,7.96
Poland,7.6,293,4.4,169,57.7,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,POL,EUR,High,6.68,,
Qatar,131.7,381,30.8,89,23.4,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Republic of Korea,3.3,170,3.3,170,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,KOR,WPR,High,9.72047997,5.97277308,14.410534860000002
Republic of Moldova,19.1,58,18.8,57,98.3,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Saudi Arabia,2.8,90,2.7,86,95.6,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
South Africa,8.6,537,8.3,520,96.8,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Sri Lanka,0.1,3,0.1,2,66.7,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Syrian Arab Republic,0.0,1,0.0,1,100.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Thailand,9.9,711,8.4,604,85.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Tunisia,0.8,10,0.4,5,50.0,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
United Arab Emirates,138.2,1415,111.2,1139,80.5,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
United Kingdom of Great Britain and Northern Ireland,101.0,6884,40.0,2725,39.6,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,GBR,EUR,High,11.344549179999998,,
Yemen,1.3,49,0.7,28,57.1,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Zambia,2.6,52,1.5,31,59.6,2022,Gastrointestinal,Salmonella spp.,Fluoroquinolones,,,,,,
Argentina,38.5,1732,38.2,1720,99.3,2019,Bloodstream,Escherichia coli,3GCs,ARG,AMR,Upper-middle,10.04194355,6.082253929999999,16.132158280000006
Australia,192.8,4914,191.7,4885,99.4,2019,Bloodstream,Escherichia coli,3GCs,AUS,WPR,High,10.21965981,7.535856720000001,17.10577965
Austria,672.0,5968,647.2,5748,96.3,2019,Bloodstream,Escherichia coli,3GCs,AUT,EUR,High,10.49,7.85,16.13
Bahrain,133.9,199,133.3,198,99.5,2019,Bloodstream,Escherichia coli,3GCs,BHR,EMR,High,3.9598033399999997,2.30751538,7.06051159
Bangladesh,0.2,33,0.2,33,100.0,2019,Bloodstream,Escherichia coli,3GCs,BGD,SEAR,Lower-middle,2.2576224799999998,0.4467977899999999,3.29686975
Bhutan,155.6,119,154.3,118,99.2,2019,Bloodstream,Escherichia coli,3GCs,BTN,SEAR,Lower-middle,3.60361075,2.65109873,10.23985958
Bosnia and Herzegovina,87.0,291,86.7,290,99.7,2019,Bloodstream,Escherichia coli,3GCs,BIH,EUR,Upper-middle,8.93,6.13,15.37
Brazil,0.8,160,0.7,155,96.9,2019,Bloodstream,Escherichia coli,3GCs,BRA,AMR,Upper-middle,9.61449146,3.917018889999999,9.235238079999998
Brunei Darussalam,395.3,175,393.1,174,99.4,2019,Bloodstream,Escherichia coli,3GCs,BRN,WPR,High,2.1941094399999996,2.07140136,6.38624144
Cambodia,22.7,374,22.7,374,100.0,2019,Bloodstream,Escherichia coli,3GCs,KHM,WPR,Lower-middle,6.849727150000001,1.66501212,6.9909763300000005
Croatia,278.7,1111,270.4,1078,97.0,2019,Bloodstream,Escherichia coli,3GCs,HRV,EUR,High,6.8,5.55,11.98
Cyprus,71.5,92,71.5,92,100.0,2019,Bloodstream,Escherichia coli,3GCs,CYP,EUR,High,7.07,3.83,10.04
Czechia,337.1,3558,337.0,3557,100.0,2019,Bloodstream,Escherichia coli,3GCs,CZE,EUR,High,7.603360179999998,6.43771982,15.681138990000003
Egypt,1.0,103,0.5,58,56.3,2019,Bloodstream,Escherichia coli,3GCs,EGY,EMR,Lower-middle,4.5994668,1.29722774,4.822846889999999
Ethiopia,0.1,17,0.1,13,76.5,2019,Bloodstream,Escherichia coli,3GCs,ETH,AFR,Low,3.2338237800000003,0.73088509,4.76060486
Finland,1127.4,6225,1126.3,6219,99.9,2019,Bloodstream,Escherichia coli,3GCs,FIN,EUR,High,9.17,7.35,13.79
France,192.8,13097,191.0,12971,99.0,2019,Bloodstream,Escherichia coli,3GCs,FRA,EUR,High,11.088858599999998,8.334307670000001,15.056919099999998
Georgia,20.5,78,20.5,78,100.0,2019,Bloodstream,Escherichia coli,3GCs,GEO,EUR,Upper-middle,6.66,2.72,9.39
Germany,279.9,23387,275.4,23012,98.4,2019,Bloodstream,Escherichia coli,3GCs,DEU,EUR,High,11.71550655,9.04012394,20.093276980000002
Greece,181.6,1946,175.4,1880,96.6,2019,Bloodstream,Escherichia coli,3GCs,GRC,EUR,High,8.198112490000002,3.99746466,8.30376339
India,3.8,5310,3.4,4685,88.2,2019,Bloodstream,Escherichia coli,3GCs,IND,SEAR,Lower-middle,2.95,1.04,3.85
Indonesia,2.3,630,2.2,601,95.4,2019,Bloodstream,Escherichia coli,3GCs,IDN,SEAR,Lower-middle,2.8786289700000003,1.39791656,8.557231900000001
Iran (Islamic Republic of),7.2,624,7.1,620,99.4,2019,Bloodstream,Escherichia coli,3GCs,IRN,EMR,Lower-middle,6.273988720000001,2.7899677800000005,19.73072052
Iraq,0.3,14,0.2,9,64.3,2019,Bloodstream,Escherichia coli,3GCs,IRQ,EMR,Upper-middle,4.255094049999999,2.10075927,5.994596
Ireland,654.5,3229,526.2,2596,80.4,2019,Bloodstream,Escherichia coli,3GCs,IRL,EUR,High,6.709010599999999,4.981359,20.53943443
Italy,306.1,18404,303.8,18265,99.2,2019,Bloodstream,Escherichia coli,3GCs,ITA,EUR,High,8.66,6.38,13.17
Japan,622.9,78923,611.7,77503,98.2,2019,Bloodstream,Escherichia coli,3GCs,JPN,WPR,High,10.97,9.21,24.7
Jordan,18.3,195,16.3,174,89.2,2019,Bloodstream,Escherichia coli,3GCs,JOR,EMR,Upper-middle,6.995182509999998,3.00427818,10.1121769
Kosovo,9.7,17,9.7,17,100.0,2019,Bloodstream,Escherichia coli,3GCs,,,,,,
Lao People's Democratic Republic,14.6,106,14.0,101,95.3,2019,Bloodstream,Escherichia coli,3GCs,LAO,WPR,Lower-middle,2.6031222300000003,0.9614232800000002,5.12380648
Latvia,334.3,640,329.1,630,98.4,2019,Bloodstream,Escherichia coli,3GCs,LVA,EUR,High,6.61,3.96,10.35
Lebanon,14.8,86,14.7,85,98.8,2019,Bloodstream,Escherichia coli,3GCs,LBN,EMR,Lower-middle,8.6936779,4.285372259999999,13.746777530000003
Libya,1.7,12,1.7,12,100.0,2019,Bloodstream,Escherichia coli,3GCs,LBY,EMR,Upper-middle,,,
Lithuania,404.3,1130,397.8,1112,98.4,2019,Bloodstream,Escherichia coli,3GCs,LTU,EUR,High,6.99,4.55,13.1
Luxembourg,793.3,492,793.3,492,100.0,2019,Bloodstream,Escherichia coli,3GCs,LUX,EUR,High,5.47,4.7,10.89
Madagascar,1.3,37,1.3,37,100.0,2019,Bloodstream,Escherichia coli,3GCs,MDG,AFR,Low,3.1012930900000004,0.6826895500000001,4.44415092
Malawi,18.8,357,18.8,357,100.0,2019,Bloodstream,Escherichia coli,3GCs,MWI,AFR,Low,7.15010023,1.67412877,8.66773891
Malaysia,205.4,6869,191.9,6418,93.4,2019,Bloodstream,Escherichia coli,3GCs,MYS,WPR,Upper-middle,3.83991051,2.00959897,8.523682590000002
Mali,3.7,78,3.7,78,100.0,2019,Bloodstream,Escherichia coli,3GCs,MLI,AFR,Low,3.82943797,1.1192745,4.835014339999999
Malta,710.3,358,710.3,358,100.0,2019,Bloodstream,Escherichia coli,3GCs,MLT,EUR,High,9.15,5.72,15.91
Mozambique,0.9,26,0.9,26,100.0,2019,Bloodstream,Escherichia coli,3GCs,MOZ,AFR,Low,7.952725889999999,1.8406107399999996,6.169665339999999
Myanmar,6.5,342,5.4,286,83.6,2019,Bloodstream,Escherichia coli,3GCs,MMR,SEAR,Lower-middle,4.71,0.66,3.28
Nepal,11.3,322,10.4,296,91.9,2019,Bloodstream,Escherichia coli,3GCs,NPL,SEAR,Lower-middle,4.45,1.1,4.03
Netherlands (Kingdom of the),416.3,7300,409.9,7188,98.5,2019,Bloodstream,Escherichia coli,3GCs,NLD,EUR,High,10.14,6.69,15.89
North Macedonia,43.2,82,43.2,82,100.0,2019,Bloodstream,Escherichia coli,3GCs,MKD,EUR,Upper-middle,7.07,4.26,13.56
Norway,761.4,4072,687.2,3675,90.3,2019,Bloodstream,Escherichia coli,3GCs,NOR,EUR,High,10.44,8.95,17.52
Oman,107.2,492,106.3,488,99.2,2019,Bloodstream,Escherichia coli,3GCs,OMN,EMR,High,3.80648994,3.3325254899999996,8.593752859999999
Pakistan,4.3,989,3.4,775,78.4,2019,Bloodstream,Escherichia coli,3GCs,PAK,EMR,Lower-middle,2.8473694299999996,0.9430124800000002,4.94922209
Philippines,12.8,1420,12.6,1391,98.0,2019,Bloodstream,Escherichia coli,3GCs,PHL,WPR,Lower-middle,4.17,1.69,7.8
Poland,72.3,2764,64.5,2467,89.3,2019,Bloodstream,Escherichia coli,3GCs,POL,EUR,High,6.46,4.61,11.01
Republic of Korea,37.5,1939,37.5,1939,100.0,2019,Bloodstream,Escherichia coli,3GCs,KOR,WPR,High,8.17479515,4.73187208,13.970218659999997
Republic of Moldova,7.1,22,7.1,22,100.0,2019,Bloodstream,Escherichia coli,3GCs,MDA,EUR,Upper-middle,6.5,3.88,12.12
Russian Federation,1.5,216,1.4,207,95.8,2019,Bloodstream,Escherichia coli,3GCs,RUS,EUR,Upper-middle,5.65,3.45,10.2
Saudi Arabia,19.4,591,18.8,573,97.0,2019,Bloodstream,Escherichia coli,3GCs,SAU,EMR,High,5.467426779999999,4.03419256,11.97922897
Singapore,88.5,502,86.1,488,97.2,2019,Bloodstream,Escherichia coli,3GCs,SGP,WPR,High,4.39938164,2.2749128300000003,16.248302459999998
South Africa,72.3,4306,66.8,3979,92.4,2019,Bloodstream,Escherichia coli,3GCs,ZAF,AFR,Upper-middle,8.244189259999999,4.80993271,15.28983974
Sri Lanka,19.3,432,14.4,322,74.5,2019,Bloodstream,Escherichia coli,3GCs,LKA,SEAR,Lower-middle,3.9,1.85,9.49
Sudan,0.1,4,0.1,3,75.0,2019,Bloodstream,Escherichia coli,3GCs,SDN,EMR,Low,4.574226380000001,1.03844607,5.56284285
Sweden,916.5,9421,916.1,9417,100.0,2019,Bloodstream,Escherichia coli,3GCs,SWE,EUR,High,10.83,9.22,18.77
Switzerland,705.1,6048,703.0,6030,99.7,2019,Bloodstream,Escherichia coli,3GCs,CHE,EUR,High,11.063636779999998,3.72409916,11.19768238
Syrian Arab Republic,0.3,7,0.3,6,85.7,2019,Bloodstream,Escherichia coli,3GCs,SYR,EMR,Low,,,
Thailand,34.3,2453,32.7,2340,95.4,2019,Bloodstream,Escherichia coli,3GCs,THA,SEAR,Upper-middle,3.7891187700000004,2.71524906,12.507557870000001
Tunisia,12.5,149,11.1,132,88.6,2019,Bloodstream,Escherichia coli,3GCs,TUN,EMR,Lower-middle,6.0246124299999995,3.5671336699999996,12.078944209999998
Uganda,0.3,15,0.3,12,80.0,2019,Bloodstream,Escherichia coli,3GCs,UGA,AFR,Low,3.79834843,0.5741867399999999,3.1388299500000008
United Arab Emirates,93.8,880,89.3,837,95.1,2019,Bloodstream,Escherichia coli,3GCs,ARE,EMR,High,4.386189459999999,2.2531426000000003,7.9199399900000005
United Kingdom of Great Britain and Northern Ireland,416.5,27952,333.0,22345,79.9,2019,Bloodstream,Escherichia coli,3GCs,GBR,EUR,High,9.95761967,7.9679575,19.52971458
Yemen,0.2,7,0.1,5,71.4,2019,Bloodstream,Escherichia coli,3GCs,YEM,EMR,Low,,,
Zambia,45.9,849,3.8,71,8.4,2019,Bloodstream,Escherichia coli,3GCs,ZMB,AFR,Low,6.753324990000001,2.25831556,7.573063850000001
"occupied Palestinian territory, including east Jerusalem",66.2,328,62.3,309,94.2,2019,Bloodstream,Escherichia coli,3GCs,,,,,,
Argentina,42.6,1933,37.5,1702,88.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Australia,53.2,1395,53.1,1392,99.8,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Austria,150.6,1365,139.3,1263,92.5,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Bahrain,99.8,153,95.9,147,96.1,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Bangladesh,0.1,12,0.1,12,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Belgium,73.5,856,69.1,804,93.9,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Benin,24.6,339,24.6,339,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Bosnia and Herzegovina,92.7,297,92.4,296,99.7,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Brazil,1.1,222,1.1,221,99.5,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Brunei Darussalam,155.9,71,149.3,68,95.8,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Burkina Faso,1.6,35,1.3,30,85.7,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Cambodia,12.5,215,8.2,141,65.6,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Cameroon,2.1,59,2.0,55,93.2,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Canada,1.3,52,1.3,52,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,CAN,AMR,High,11.15471363,7.95449591,19.17858315
"China, Hong Kong SAR",278.3,2078,233.7,1745,84.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Colombia,182.9,9464,178.9,9257,97.8,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Croatia,94.2,368,94.2,368,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Cyprus,148.0,197,148.0,197,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Czechia,153.5,1638,153.4,1637,99.9,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Democratic Republic of the Congo,0.6,59,0.6,59,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Denmark,227.9,1345,184.7,1090,81.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,DNK,EUR,High,9.5,8.05,17.78
Egypt,1.4,157,0.6,67,42.7,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Estonia,174.1,235,173.3,234,99.6,2022,Bloodstream,Klebsiella pneumoniae,3GCs,EST,EUR,High,6.943062779999998,,
Eswatini,13.9,17,6.6,8,47.1,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Ethiopia,5.3,666,1.8,225,33.8,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Finland,167.3,932,167.0,930,99.8,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
France,71.6,4903,71.6,4903,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Georgia,53.2,202,52.7,200,99.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,GEO,EUR,Upper-middle,7.37,3.11,10.54
Germany,82.3,6921,81.2,6832,98.7,2022,Bloodstream,Klebsiella pneumoniae,3GCs,DEU,EUR,High,12.654710770000001,,
Ghana,8.3,274,4.4,146,53.3,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Greece,172.0,1791,166.8,1737,97.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Iceland,84.1,32,84.1,32,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,ISL,EUR,High,8.57,,
India,7.1,10189,4.5,6463,63.4,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Indonesia,5.7,1579,5.4,1506,95.4,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Iran (Islamic Republic of),6.0,533,4.7,418,78.4,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Iraq,4.0,176,2.4,106,60.2,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Ireland,91.6,468,73.4,375,80.1,2022,Bloodstream,Klebsiella pneumoniae,3GCs,IRL,EUR,High,6.07060957,,
Italy,192.3,11462,191.8,11436,99.8,2022,Bloodstream,Klebsiella pneumoniae,3GCs,ITA,EUR,High,9.0,,
Japan,252.9,31617,246.1,30759,97.3,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Jordan,40.1,451,31.8,358,79.4,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Kenya,0.5,26,0.4,21,80.8,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Kosovo,64.6,111,64.6,111,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Kuwait,101.1,464,59.5,273,58.8,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Lao People's Democratic Republic,8.5,64,8.5,64,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Latvia,78.1,147,78.1,147,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Lebanon,8.7,50,8.4,48,96.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Lithuania,182.5,514,177.5,500,97.3,2022,Bloodstream,Klebsiella pneumoniae,3GCs,LTU,EUR,High,7.46,,
Luxembourg,179.1,117,179.1,117,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,LUX,EUR,High,5.46,4.74,10.95
Mali,1.3,30,1.3,30,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Malta,274.5,145,274.5,145,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Mauritius,235.9,301,235.9,301,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Morocco,9.2,343,7.6,282,82.2,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Mozambique,0.8,25,0.8,25,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Myanmar,0.1,6,0.1,5,83.3,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Namibia,21.1,61,21.1,61,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Nepal,20.6,612,12.9,383,62.6,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Netherlands (Kingdom of the),77.4,1385,77.3,1384,99.9,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Nigeria,0.1,26,0.1,12,46.2,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
North Macedonia,54.3,100,53.8,99,99.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Oman,117.8,557,78.6,372,66.8,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Pakistan,17.2,4180,17.0,4133,98.9,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Papua New Guinea,0.4,4,0.4,4,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Peru,6.2,207,4.5,149,72.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Philippines,13.3,1515,12.9,1472,97.2,2022,Bloodstream,Klebsiella pneumoniae,3GCs,PHL,WPR,Lower-middle,5.1,2.13,7.96
Poland,34.9,1339,27.9,1072,80.1,2022,Bloodstream,Klebsiella pneumoniae,3GCs,POL,EUR,High,6.68,,
Qatar,84.4,244,84.4,244,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Republic of Korea,19.4,1003,19.4,1003,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,KOR,WPR,High,9.72047997,5.97277308,14.410534860000002
Republic of Moldova,25.0,76,25.0,76,100.0,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Rwanda,4.0,55,3.9,53,96.4,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
Saudi Arabia,20.9,671,20.3,653,97.3,2022,Bloodstream,Klebsiella pneumoniae,3GCs,,,,,,
